timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
244615281,1,1,1,0,0,1,1,0,1,1,1,1,0
245117440,1,1,1,0,0,1,1,0,1,1,1,1,0
245623696,1,1,1,0,0,1,1,0,1,1,1,1,0
246126450,1,1,1,0,0,1,1,0,1,1,1,1,0
246639390,1,1,1,0,0,1,1,0,1,1,1,1,0
247144584,1,1,1,0,0,1,1,0,1,1,1,1,0
247648182,1,1,1,0,0,1,1,0,1,1,1,1,0
248154062,1,1,1,0,0,1,1,0,1,1,1,1,0
248666052,1,1,1,0,0,1,1,0,1,1,1,1,0
249168604,1,1,1,0,0,1,1,0,1,1,1,1,0
249679313,1,1,1,0,0,1,1,0,1,1,1,1,0
250183618,1,1,1,0,0,1,1,0,1,1,1,1,0
250689413,1,1,1,0,0,1,1,0,1,1,1,1,0
251195764,1,1,1,0,0,1,1,0,1,1,1,1,0
251701647,1,1,1,0,0,1,1,0,1,1,1,1,0
251714065,1,0,0,0,1,0,0,0,0,0,0,0,0
252219219,1,0,0,0,1,0,0,0,0,0,0,0,0
252723358,1,0,0,0,1,0,0,0,0,0,0,0,0
253231703,1,0,0,0,1,0,0,0,0,0,0,0,0
253735023,1,0,0,0,1,0,0,0,0,0,0,0,0
254245442,1,0,0,0,1,0,0,0,0,0,0,0,0
254747448,1,0,0,0,1,0,0,0,0,0,0,0,0
255255488,1,0,0,0,1,0,0,0,0,0,0,0,0
255758294,1,0,0,0,1,0,0,0,0,0,0,0,0
256260443,1,0,0,0,1,0,0,0,0,0,0,0,0
256765287,1,0,0,0,1,0,0,0,0,0,0,0,0
257277235,1,0,0,0,1,0,0,0,0,0,0,0,0
257786705,1,0,0,0,1,0,0,0,0,0,0,0,0
258292650,1,0,0,0,1,0,0,0,0,0,0,0,0
258799852,1,0,0,0,1,0,0,0,0,0,0,0,0
259307660,1,0,0,0,1,0,0,0,0,0,0,0,0
259823011,1,0,0,0,1,0,0,0,0,0,0,0,0
260334956,1,0,0,0,1,0,0,0,0,0,0,0,0
260840151,1,0,0,0,1,0,0,0,0,0,0,0,0
261350883,1,0,0,0,1,0,0,0,0,0,0,0,0
261862624,1,0,0,0,1,0,0,0,0,0,0,0,0
262366628,1,0,0,0,1,0,0,0,0,0,0,0,0
262871565,1,0,0,0,1,0,0,0,0,0,0,0,0
263372820,1,0,0,0,1,0,0,0,0,0,0,0,0
263881377,1,0,0,0,1,0,0,0,0,0,0,0,0
264384692,1,0,0,0,1,0,0,0,0,0,0,0,0
264890920,1,0,0,0,1,0,0,0,0,0,0,0,0
265397837,1,0,0,0,1,0,0,0,0,0,0,0,0
265906155,1,0,0,0,1,0,0,0,0,0,0,0,0
266415230,1,0,0,0,1,0,0,0,0,0,0,0,0
266919922,1,0,0,0,1,0,0,0,0,0,0,0,0
267425069,1,0,0,0,1,0,0,0,0,0,0,0,0
267932656,1,0,0,0,1,0,0,0,0,0,0,0,0
268440040,1,0,0,0,1,0,0,0,0,0,0,0,0
268946757,1,0,0,0,1,0,0,0,0,0,0,0,0
269454603,1,0,0,0,1,0,0,0,0,0,0,0,0
269966570,1,0,0,0,1,0,0,0,0,0,0,0,0
270469478,1,0,0,0,1,0,0,0,0,0,0,0,0
270982877,1,0,0,0,1,0,0,0,0,0,0,0,0
271491727,1,0,0,0,1,0,0,0,0,0,0,0,0
272002570,1,0,0,0,1,0,0,0,0,0,0,0,0
272508364,1,0,0,0,1,0,0,0,0,0,0,0,0
273020637,1,0,0,0,1,0,0,0,0,0,0,0,0
273522297,1,0,0,0,1,0,0,0,0,0,0,0,0
274034231,1,0,0,0,1,0,0,0,0,0,0,0,0
274544264,1,0,0,0,1,0,0,0,0,0,0,0,0
275054499,1,0,0,0,1,0,0,0,0,0,0,0,0
275561840,1,0,0,0,1,0,0,0,0,0,0,0,0
276070371,1,0,0,0,1,0,0,0,0,0,0,0,0
276580617,1,0,0,0,1,0,0,0,0,0,0,0,0
277084114,1,0,0,0,1,0,0,0,0,0,0,0,0
277584486,1,0,0,0,1,0,0,0,0,0,0,0,0
278093218,1,0,0,0,1,0,0,0,0,0,0,0,0
278600642,1,0,0,0,1,0,0,0,0,0,0,0,0
279115186,1,1,0,0,1,1,1,1,1,1,1,1,0
279620541,1,0,0,0,1,0,0,0,0,0,0,0,0
280130004,1,0,0,0,1,0,0,0,0,0,0,0,0
280634763,1,0,0,0,1,0,0,0,0,0,0,0,0
281144774,1,0,0,0,1,0,0,0,0,0,0,0,0
281655042,1,0,0,0,1,0,0,0,0,0,0,0,0
282168050,1,0,0,0,1,0,0,0,0,0,0,0,0
282674186,1,0,0,0,1,0,0,0,0,0,0,0,0
283180123,1,0,0,0,1,0,0,0,0,0,0,0,0
283689289,1,0,0,0,1,0,0,0,0,0,0,0,0
284192004,1,0,0,0,1,0,0,0,0,0,0,0,0
284694898,1,0,0,0,1,0,0,0,0,0,0,0,0
285206030,1,0,0,0,1,0,0,0,0,0,0,0,0
285714652,1,0,0,0,1,0,0,0,0,0,0,0,0
286220957,1,0,0,0,1,0,0,0,0,0,0,0,0
286722654,1,0,0,0,1,0,0,0,0,0,0,0,0
287234084,1,0,0,0,1,0,0,0,0,0,0,0,0
287746644,1,0,0,0,1,0,0,0,0,0,0,0,0
288253829,1,0,0,0,1,0,0,0,0,0,0,0,0
288755186,1,0,0,0,1,0,0,0,0,0,0,0,0
289263027,1,0,0,0,1,0,0,0,0,0,0,0,0
289772516,1,0,0,0,1,0,0,0,0,0,0,0,0
290280688,1,0,0,0,1,0,0,0,0,0,0,0,0
290792237,1,0,0,0,1,0,0,0,0,0,0,0,0
291296914,1,0,0,0,1,0,0,0,0,0,0,0,0
291799890,1,0,0,0,1,0,0,0,0,0,0,0,0
292313667,1,0,0,0,1,0,0,0,0,0,0,0,0
292819390,1,0,0,0,1,0,0,0,0,0,0,0,0
293068510,1,1,1,0,0,1,1,0,1,1,1,1,0
293577024,1,1,1,0,0,1,1,0,1,1,1,1,0
294078762,1,1,1,0,0,1,1,0,1,1,1,1,0
294580217,1,1,1,0,0,1,1,0,1,1,1,1,0
295097459,1,1,1,0,0,1,1,0,1,1,1,1,0
295600644,1,1,1,0,0,1,1,0,1,1,1,1,0
296102336,1,1,1,0,0,1,1,0,1,1,1,1,0
296607687,1,1,1,0,0,1,1,0,1,1,1,1,0
297117677,1,1,1,0,0,1,1,0,1,1,1,1,0
297275735,0,1,1,0,0,1,1,0,1,1,1,1,0
297291384,0,1,1,0,0,1,1,0,1,1,1,1,0
297306227,0,1,1,0,0,1,1,0,1,1,1,1,0
297815394,0,1,1,0,0,1,1,0,1,1,1,1,0
