timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
244615227,1,0,1,0,0,0,0
245117355,1,0,1,0,0,0,0
245623657,1,0,1,0,0,0,0
246126414,1,0,1,0,0,0,0
246639361,1,0,1,0,0,0,0
247142106,1,0,1,0,0,0,0
247648023,1,0,1,0,0,0,0
248154017,1,0,1,0,0,0,0
248666023,1,0,1,0,0,0,0
249168568,1,0,1,0,0,0,0
249679273,1,0,1,0,0,0,0
250183560,1,0,1,0,0,0,0
250689374,1,0,1,0,0,0,0
251195718,1,0,1,0,0,0,0
251701611,1,0,1,0,0,0,0
251714023,1,0,1,0,0,0,0
252219027,1,0,1,0,0,0,0
252723321,1,0,1,0,0,0,0
253231568,1,0,1,0,0,0,0
253734983,1,0,1,0,0,0,0
254245410,1,0,1,0,0,0,0
254747413,1,0,1,0,0,0,0
255254892,1,0,1,0,0,0,0
255758259,1,0,1,0,0,0,0
256260355,1,0,1,0,0,0,0
256765233,1,0,1,0,0,0,0
257277204,1,0,1,0,0,0,0
257786666,1,0,1,0,0,0,0
258292386,1,0,1,0,0,0,0
258799807,1,0,1,0,0,0,0
259307624,1,0,1,0,0,0,0
259822977,1,0,1,0,0,0,0
260334881,1,0,1,0,0,0,0
260840103,1,0,1,0,0,0,0
261350849,1,0,1,0,0,0,0
261862327,1,0,1,0,0,0,0
262366296,1,0,1,0,0,0,0
262871522,1,0,1,0,0,0,0
263372788,1,0,1,0,0,0,0
263880996,1,0,1,0,0,0,0
264384657,1,0,1,0,0,0,0
264890886,1,0,1,0,0,0,0
265397260,1,0,1,0,0,0,0
265905912,1,0,1,0,0,0,0
266415196,1,0,1,0,0,0,0
266919893,1,0,1,0,0,0,0
267424821,1,0,1,0,0,0,0
267932593,1,0,1,0,0,0,0
268439830,1,0,1,0,0,0,0
268946716,1,0,1,0,0,0,0
269454313,1,0,1,0,0,0,0
269966528,1,0,1,0,0,0,0
270469437,1,0,1,0,0,0,0
270981653,1,0,1,0,0,0,0
271491694,1,0,1,0,0,0,0
272002522,1,0,1,0,0,0,0
272508268,1,0,1,0,0,0,0
273020595,1,0,1,0,0,0,0
273522121,1,0,1,0,0,0,0
274034193,1,0,1,0,0,0,0
274544132,1,0,1,0,0,0,0
275054462,1,0,1,0,0,0,0
275561809,1,0,1,0,0,0,0
276070119,1,0,1,0,0,0,0
276580219,1,0,1,0,0,0,0
277084064,1,0,1,0,0,0,0
277584451,1,0,1,0,0,0,0
278093181,1,0,1,0,0,0,0
278600575,1,0,1,0,0,0,0
279110741,1,0,1,0,0,0,0
279620496,1,0,1,0,0,0,0
280129955,1,0,1,0,0,0,0
280634716,1,0,1,0,0,0,0
281144741,1,0,1,0,0,0,0
281655001,1,0,1,0,0,0,0
282165109,1,0,1,0,0,0,0
282674146,1,0,1,0,0,0,0
283180087,1,0,1,0,0,0,0
283689246,1,0,1,0,0,0,0
284191965,1,0,1,0,0,0,0
284694862,1,0,1,0,0,0,0
285205998,1,0,1,0,0,0,0
285714612,1,0,1,0,0,0,0
286220922,1,0,1,0,0,0,0
286722615,1,0,1,0,0,0,0
287233980,1,0,1,0,0,0,0
287746602,1,0,1,0,0,0,0
288253800,1,0,1,0,0,0,0
288755148,1,0,1,0,0,0,0
289262916,1,0,1,0,0,0,0
289772458,1,0,1,0,0,0,0
290280636,1,0,1,0,0,0,0
290792171,1,0,1,0,0,0,0
291296707,1,0,1,0,0,0,0
291799645,1,0,1,0,0,0,0
292313623,1,0,1,0,0,0,0
292819216,1,0,1,0,0,0,0
293068475,1,0,1,0,0,0,0
293576994,1,0,1,0,0,0,0
294078720,1,0,1,0,0,0,0
294580178,1,0,1,0,0,0,0
295097394,1,0,1,0,0,0,0
295600607,1,0,1,0,0,0,0
296102298,1,0,1,0,0,0,0
296607655,1,0,1,0,0,0,0
297117647,1,0,1,0,0,0,0
297275691,0,0,1,0,0,0,0
297291231,0,0,1,0,0,0,0
297306200,0,0,1,0,0,0,0
297815360,0,0,1,0,0,0,0
