timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
110678161,1,0,1,0,0,0,0
111691159,1,0,1,0,0,0,0
112201129,1,0,1,0,0,0,0
112709466,1,0,1,0,0,0,0
113215230,1,0,1,0,0,0,0
113722773,1,0,1,0,0,0,0
114230346,1,0,1,0,0,0,0
114738234,1,0,1,0,0,0,0
115244356,1,0,1,0,0,0,0
115750192,1,0,1,0,0,0,0
116256246,1,0,1,0,0,0,0
116762731,1,0,1,0,0,0,0
117268284,1,0,1,0,0,0,0
117776447,1,0,1,0,0,0,0
118282192,1,0,1,0,0,0,0
118788325,1,0,1,0,0,0,0
119294337,1,0,1,0,0,0,0
119800178,1,0,1,0,0,0,0
120306248,1,0,1,0,0,0,0
120814159,1,0,1,0,0,0,0
121320160,1,0,1,0,0,0,0
121826161,1,0,1,0,0,0,0
122333160,1,0,1,0,0,0,0
122840261,1,0,1,0,0,0,0
123346509,1,0,1,0,0,0,0
123852159,1,0,1,0,0,0,0
124359159,1,0,1,0,0,0,0
124865159,1,0,1,0,0,0,0
125371159,1,0,1,0,0,0,0
125878159,1,0,1,0,0,0,0
126384162,1,0,1,0,0,0,0
126890312,1,0,1,0,0,0,0
127396160,1,0,1,0,0,0,0
127902160,1,0,1,0,0,0,0
128408470,1,0,1,0,0,0,0
128915214,1,0,1,0,0,0,0
129423154,1,0,1,0,0,0,0
129929277,1,0,1,0,0,0,0
130435155,1,0,1,0,0,0,0
130942154,1,0,1,0,0,0,0
131448155,1,0,1,0,0,0,0
131955172,1,0,1,0,0,0,0
132463563,1,0,1,0,0,0,0
132970593,1,0,1,0,0,0,0
133476155,1,0,1,0,0,0,0
133982169,1,0,1,0,0,0,0
134488472,1,0,1,0,0,0,0
134994357,1,0,1,0,0,0,0
135500175,1,0,1,0,0,0,0
136006156,1,0,1,0,0,0,0
136513155,1,0,1,0,0,0,0
137020286,1,0,1,0,0,0,0
137527160,1,0,1,0,0,0,0
138033155,1,0,1,0,0,0,0
138539154,1,0,1,0,0,0,0
139045407,1,0,1,0,0,0,0
139551472,1,0,1,0,0,0,0
140057162,1,0,1,0,0,0,0
140564255,1,0,1,0,0,0,0
141070288,1,0,1,0,0,0,0
141579155,1,0,1,0,0,0,0
142086153,1,0,1,0,0,0,0
142592633,1,0,1,0,0,0,0
143099572,1,0,1,0,0,0,0
143605154,1,0,1,0,0,0,0
144111157,1,0,1,0,0,0,0
144619154,1,0,1,0,0,0,0
145125417,1,0,1,0,0,0,0
145631155,1,0,1,0,0,0,0
146137154,1,0,1,0,0,0,0
146644155,1,0,1,0,0,0,0
147151914,1,0,1,0,0,0,0
147657165,1,0,1,0,0,0,0
148163165,1,0,1,0,0,0,0
148671154,1,0,1,0,0,0,0
149179174,1,0,1,0,0,0,0
149685515,1,0,1,0,0,0,0
150192175,1,0,1,0,0,0,0
150699175,1,0,1,0,0,0,0
151205174,1,0,1,0,0,0,0
151712156,1,0,1,0,0,0,0
152218155,1,0,1,0,0,0,0
152724352,1,0,1,0,0,0,0
153231155,1,0,1,0,0,0,0
153738154,1,0,1,0,0,0,0
154245191,1,0,1,0,0,0,0
154752153,1,0,1,0,0,0,0
155259306,1,0,1,0,0,0,0
155766154,1,0,1,0,0,0,0
156273222,1,0,1,0,0,0,0
156780155,1,0,1,0,0,0,0
157287392,1,0,1,0,0,0,0
157794265,1,0,1,0,0,0,0
158300499,1,0,1,0,0,0,0
158806490,1,0,1,0,0,0,0
159312571,1,0,1,0,0,0,0
159818166,1,0,1,0,0,0,0
160325155,1,0,1,0,0,0,0
160832805,1,0,1,0,0,0,0
161339754,1,0,1,0,0,0,0
161846156,1,0,1,0,0,0,0
162352539,1,0,1,0,0,0,0
162858402,1,0,1,0,0,0,0
163364155,1,0,1,0,0,0,0
163871176,1,0,1,0,0,0,0
164378276,1,0,1,0,0,0,0
164884228,1,0,1,0,0,0,0
165391188,1,0,1,0,0,0,0
165897295,1,0,1,0,0,0,0
166403497,1,0,1,0,0,0,0
166911155,1,0,1,0,0,0,0
167417559,1,0,1,0,0,0,0
167924368,1,0,1,0,0,0,0
168431611,1,0,1,0,0,0,0
168938154,1,0,1,0,0,0,0
169444606,1,0,1,0,0,0,0
169950243,1,0,1,0,0,0,0
170457429,1,0,1,0,0,0,0
170963184,1,0,1,0,0,0,0
171470396,1,0,1,0,0,0,0
171977508,1,0,1,0,0,0,0
172483156,1,0,1,0,0,0,0
172990153,1,0,1,0,0,0,0
173497381,1,0,1,0,0,0,0
174003155,1,0,1,0,0,0,0
174510169,1,0,1,0,0,0,0
175016221,1,0,1,0,0,0,0
175522247,1,0,1,0,0,0,0
176029154,1,0,1,0,0,0,0
176535154,1,0,1,0,0,0,0
177042155,1,0,1,0,0,0,0
177549174,1,0,1,0,0,0,0
178056518,1,0,1,0,0,0,0
178562181,1,0,1,0,0,0,0
179069329,1,0,1,0,0,0,0
179578323,1,0,1,0,0,0,0
180086240,1,0,1,0,0,0,0
180593173,1,0,1,0,0,0,0
181099174,1,0,1,0,0,0,0
181605255,1,0,1,0,0,0,0
182112625,1,0,1,0,0,0,0
182618991,1,0,1,0,0,0,0
183124319,1,0,1,0,0,0,0
183631195,1,0,1,0,0,0,0
184137188,1,0,1,0,0,0,0
184643407,1,0,1,0,0,0,0
185151153,1,0,1,0,0,0,0
185657204,1,0,1,0,0,0,0
186163173,1,0,1,0,0,0,0
186670372,1,0,1,0,0,0,0
187176178,1,0,1,0,0,0,0
187682174,1,0,1,0,0,0,0
188188173,1,0,1,0,0,0,0
188694186,1,0,1,0,0,0,0
189201374,1,0,1,0,0,0,0
189707182,1,0,1,0,0,0,0
190213155,1,0,1,0,0,0,0
190719154,1,0,1,0,0,0,0
191226155,1,0,1,0,0,0,0
191733156,1,0,1,0,0,0,0
191843987,1,0,1,0,0,0,0
192349160,1,0,1,0,0,0,0
192855159,1,0,1,0,0,0,0
193361173,1,0,1,0,0,0,0
193867159,1,0,1,0,0,0,0
194373409,1,0,1,0,0,0,0
194881303,1,0,1,0,0,0,0
195387525,1,0,1,0,0,0,0
195893160,1,0,1,0,0,0,0
196399173,1,0,1,0,0,0,0
196410396,0,0,1,0,0,0,0
196434133,0,0,0,0,0,0,0
196544497,0,0,1,0,0,0,0
197044730,0,0,1,0,0,0,0
